Name,Rank,Location,Points
WEDDY,2157.0,"Phoenix, Arizona",4912995
4freebird,2158.0,"Toronto, Ontario",4911655
MountedShooter,2159.0,Georgia,4911570
peapaw,2160.0,Ohio,4910220
CVA19,2161.0,"Salem, Oregon",4909750
Tim50,2162.0,"Detroit, Michigan",4908925
ltbombb,2163.0,Ohio,4908895
Brewster06,2164.0,Connecticut,4908825
Circutz,2165.0,"Detroit, Michigan",4908630
biggeral,2166.0,"Hamilton, Ontario",4908360
nautimile,2167.0,"Detroit, Michigan",4908070
jimraehl,2168.0,Utah,4907495
WhatthaF,2169.0,Arkansas,4907050
VJDutka,2170.0,New Jersey,4906700
panda317,2171.0,"Tampa, Florida",4905175
TonyPSU,2172.0,"Cleveland, Ohio",4904815
zbear,2173.0,"San Jose, California",4904610
warlord1,2174.0,Georgia,4903960
Les7h,2175.0,Texas,4902305
PANHEADMITCH,2176.0,Louisiana,4902220
jmchamblis,2177.0,"Mobile, Alabama",4902190
Bangor Jim,2178.0,Maine,4902150
cott83,2179.0,Illinois,4900250
alphanyr,2180.0,Connecticut,4900100
TopSpeedAsian,2181.0,"Detroit, Michigan",4899125
Positive,2182.0,"Pittsburgh, Pennsylvania",4899090
blitz4848,2183.0,Florida,4898295
Sidewinder,2184.0,Minnesota,4897730
iqtrainer,2185.0,"Oklahoma City, Oklahoma",4895430
Thomtec,2186.0,"Nashville, Tennessee",4895080
morris53659,2187.0,"South Bend, Indiana",4895055
MustangRacing,2188.0,Virginia,4893745
Mtgreenwood,2189.0,"Chicago, Illinois",4893585
Caduceus26,2190.0,"Jacksonville, Florida",4890830
shores4now,2191.0,Kentucky,4890500
vw49,2192.0,Virginia,4890290
javaman98,2193.0,"San Antonio, Texas",4890155
PrepHermit,2194.0,New Jersey,4889760
altima2008,2195.0,"Philadelphia, Pennsylvania",4888890
KJC4043,2196.0,New Jersey,4888270
CoastToCoast,2197.0,"Dayton, Ohio",4888230
otherdave,2198.0,Indiana,4888215
Helping Out,2199.0,"Fresno, California",4886945
Funkynassau,2200.0,Ontario,4886880
Judster,2201.0,"Pensacola, Florida",4886815
rcohan2,2202.0,South Carolina,4886560
SnickersDog,2203.0,"Denver, Colorado",4886150
gmholler,2204.0,Louisiana,4886145
viperahul,2205.0,"Oakland, California",4886105
Skid_Mark,2206.0,South Carolina,4885950
pfone1847,2207.0,Illinois,4885385
cheapertvs,2208.0,"Richmond, Virginia",4885270
gregjasper9912,2209.0,Maryland,4883705
Bassman413,2210.0,Washington,4883560
Ledfut911,2211.0,West Virginia,4881945
Countersound,2212.0,"Raleigh, North Carolina",4880245
smarte1,2213.0,Illinois,4877995
Skunk63,2214.0,"Phoenix, Arizona",4877650
lowpriceRCSD,2215.0,South Dakota,4875245
thomas41546,2216.0,Tennessee,4874885
bba,2217.0,"Cleveland, Ohio",4873840
Kelowna635,2218.0,British Columbia,4873750
Poliriboy,2219.0,"St. Louis, Missouri",4873500
tnikodem,2220.0,"Grand Rapids, Michigan",4869935
YaBassa,2221.0,Michigan,4869375
Mselainious,2222.0,"Detroit, Michigan",4869280
MGMech,2223.0,"Orange County, California",4868685
WalRus49,2224.0,"Boston, Massachusetts",4868490
ronaldpall,2225.0,"Phoenix, Arizona",4868440
regkit1,2226.0,Ontario,4867460
oldtrout03,2227.0,Nova Scotia,4867350
acvw74,2228.0,Missouri,4867085
ecurb163,2229.0,"Detroit, Michigan",4865550
1GhettoWhipper,2230.0,"Indianapolis, Indiana",4862520
akmom,2231.0,Kentucky,4861115
miatajim,2232.0,"Atlanta, Georgia",4860685
KillChain,2233.0,"Albuquerque, New Mexico",4860065
gal29,2234.0,Michigan,4859585
Marson,2235.0,"Scranton, Pennsylvania",4858985
Happytalk,2236.0,Pennsylvania,4857350
2dancing,2237.0,"San Diego, California",4856530
vernonh,2238.0,"Dallas, Texas",4856440
face4radio,2239.0,Alaska,4856175
Lugene56,2240.0,"Tampa, Florida",4854890
BennoBlue,2241.0,Virginia,4854130
BMWer,2242.0,"Calgary, Alberta",4853865
8RULES,2243.0,"Albany, New York",4852800
HEMIDakota,2244.0,Texas,4852210
penguin45,2245.0,"Buffalo, New York",4851130
vaca1959,2246.0,New York,4849465
lsb1955,2247.0,"Salt Lake City, Utah",4848965
Ratso,2248.0,Ohio,4847595
IB2ChillE,2249.0,"Los Angeles, California",4847550
ajg5176,2250.0,"Atlanta, Georgia",4846590
PrinceLH,2251.0,Ontario,4845895
tbb2,2252.0,South Carolina,4844980
BeemerBikerUT,2253.0,Utah,4844665
cmicvret,2254.0,Minnesota,4843625
fireless1,2255.0,"Atlanta, Georgia",4843050
namzza6310,2256.0,"Milwaukee, Wisconsin",4842548
brewski,2257.0,Missouri,4842125
ECMM,2258.0,"Miami, Florida",4841905
beekeeper1,2259.0,Indiana,4841820
Brutus302,2260.0,Ohio,4840380
jay93LA,2261.0,"New Orleans, Louisiana",4838920
bvrbill,2262.0,"Eugene, Oregon",4838405
ajb53,2263.0,"Long Island, New York",4838220
vetguy58,2264.0,New Jersey,4835710
barbc72,2265.0,Michigan,4834835
ToolKing,2266.0,Missouri,4833505
Beboper,2267.0,Virginia,4830765
ptlbizgroup,2268.0,Illinois,4830460
boznash,2269.0,"Nashville, Tennessee",4830365
lrrifleman,2270.0,New Jersey,4829255
larryhanson,2271.0,Mississippi,4829135
MustangMissy,2272.0,"Fort Worth, Texas",4827185
miamimusic,2273.0,"Miami, Florida",4827055
pilotmass,2274.0,"Boston, Massachusetts",4826265
sanDoone,2275.0,"Los Angeles, California",4825915
BumpinButch,2276.0,Texas,4825810
Nicanite,2277.0,"Flint, Michigan",4824720
mrgeek,2278.0,"Twin Cities, Minnesota",4823510
ripp88,2279.0,"Cleveland, Ohio",4823290
RhodeThode,2280.0,Nebraska,4822965
jimbo1031,2281.0,"Phoenix, Arizona",4821815
ProfDude,2282.0,Illinois,4821765
majorben,2283.0,New York,4821235
adunbar,2284.0,Minnesota,4821050
Spike294,2285.0,South Carolina,4820625
davidvsgoliath,2286.0,"Long Island, New York",4820370
kleecurry,2287.0,Florida,4817725
RAM314,2288.0,Michigan,4817135
tnfran,2289.0,Arizona,4816815
Bed45E,2290.0,"Halifax, Nova Scotia",4815665
jbob357,2291.0,Iowa,4814090
dnwindy,2292.0,"Indianapolis, Indiana",4813600
robfrey,2293.0,"Lancaster, Pennsylvania",4813005
jammer44313,2294.0,"Akron, Ohio",4812755
Guido4,2295.0,"Pensacola, Florida",4810595
Jorgie,2296.0,"Twin Cities, Minnesota",4810395
DesertRat2011,2297.0,"Riverside, California",4809482
Bob F,2298.0,South Carolina,4809475
LostOnNet,2299.0,New Jersey,4809075
infinititom,,"Dallas, Texas",4809075
TudorPrince,2301.0,Pennsylvania,4808090
Jeepp,2302.0,"Boston, Massachusetts",4807850
tazone,2303.0,"Tulsa, Oklahoma",4803725
wilt13,2304.0,"Orange County, California",4801135
keithyoon1977,2305.0,Virginia,4800745
mplato,2306.0,"Columbia, South Carolina",4799395
johnnyg1200,2307.0,"St. Louis, Missouri",4798745
paul237,2308.0,Missouri,4796980
hcivic,2309.0,Virginia,4796970
24RaceFan,2310.0,Saskatchewan,4796255
MBAcura,2311.0,"Orlando, Florida",4796040
Cheap27,2312.0,Michigan,4795125
jetmech568,2313.0,Idaho,4794845
OilerFan,2314.0,"Tulsa, Oklahoma",4793725
sc331mustang,2315.0,South Carolina,4793205
webwayne,2316.0,Indiana,4791920
Valricoslash,2317.0,"Tampa, Florida",4790975
Joe-tx276,2318.0,Texas,4790960
twinhauler,2319.0,Virginia,4790390
pepinoNC,2320.0,"Raleigh, North Carolina",4788850
daddyoON,2321.0,Ontario,4788545
sdbaroon,2322.0,"Scranton, Pennsylvania",4788140
SteelPenny,2323.0,"Dallas, Texas",4787965
PhilMils,2324.0,Virginia,4785140
groncho,2325.0,"Appleton, Wisconsin",4783345
The_DR,2326.0,New Jersey,4780925
stratlinetime,2327.0,"Kalamazoo, Michigan",4780015
sillyputty,2328.0,"Phoenix, Arizona",4779905
SusanVette,2329.0,"Orlando, Florida",4779790
wark6,2330.0,Minnesota,4779060
escape,2331.0,"Detroit, Michigan",4777955
Sam195,2332.0,"San Bernardino, California",4777155
ri03844,2333.0,"Charlotte, North Carolina",4776810
jarmitage,2334.0,Kansas,4776735
GAWalv,2335.0,"Oklahoma City, Oklahoma",4775305
2011370Z,2336.0,"Phoenix, Arizona",4772805
Sal-Novi,2337.0,"Detroit, Michigan",4772365
mlmeng,2338.0,Michigan,4771490
pghbill,2339.0,"Pittsburgh, Pennsylvania",4771435
pwoodhouse,2340.0,Arkansas,4771145
gws2980,2341.0,"Philadelphia, Pennsylvania",4770385
Gas Today,2342.0,"Columbus, Ohio",4770280
friday21,2343.0,"Toronto, Ontario",4770145
runner74,2344.0,Washington,4768065
catfish99,2345.0,"Wilmington, Delaware",4767455
JCClark2012,2346.0,New Hampshire,4767300
KO292,2347.0,"Twin Cities, Minnesota",4767155
Woe,2348.0,"Twin Cities, Minnesota",4766400
patsy139,2349.0,"Atlanta, Georgia",4765395
MrBSU87,2350.0,"Fort Wayne, Indiana",4764918
agent0077,2351.0,Colorado,4764630
GAS5,2352.0,"Long Island, New York",4764485
driveonfume,2353.0,"Toronto, Ontario",4764005
jsfb6pts,2354.0,Michigan,4763745
stlhawk,2355.0,"St. Louis, Missouri",4762105
mrreferee,2356.0,"Savannah, Georgia",4761775
Bones603,2357.0,"Rochester, New York",4761635
lgearl,2358.0,Ontario,4759735
lnosnibor,2359.0,"Dayton, Ohio",4759350
roadkingfl,2360.0,"Orange County, California",4759205
Vstar53,2361.0,"Winnipeg, Manitoba",4758910
BEGTWO,2362.0,Maryland,4758145
CTRugby,2363.0,Connecticut,4757955
NightBoy,2364.0,"San Diego, California",4756850
kcar55,2365.0,Ohio,4756700
Boilermat,2366.0,Indiana,4756230
shandie,2367.0,Kansas,4754175
DisMusBeDaPlaz,2368.0,"Tampa, Florida",4753985
leeac,2369.0,Ohio,4753945
cleancut,2370.0,Manitoba,4753785
DarwinTheDog,2371.0,"Phoenix, Arizona",4753345
lit4caster,2372.0,"Little Rock, Arkansas",4752755
ace_dad43,2373.0,Kansas,4752110
BCNU,2374.0,British Columbia,4751735
papakoca,2375.0,Texas,4751625
SuperDaveOsborn,2376.0,"Milwaukee, Wisconsin",4751080
ColoradoPapa,2377.0,Colorado,4750660
TigerRose,2378.0,Illinois,4750010
Beechmi,2379.0,"Los Angeles, California",4749775
marcheld,2380.0,Maryland,4749150
planetmail,2381.0,"Calgary, Alberta",4747735
VernonOR,2382.0,Oregon,4747350
Cipherguy,2383.0,"St. Louis, Missouri",4746980
metrojeep,2384.0,"Fort Worth, Texas",4746170
setnyre,2385.0,"Columbus, Ohio",4745850
prius22,2386.0,"Twin Cities, Minnesota",4745695
Don20,2387.0,"Oklahoma City, Oklahoma",4744735
beretta-bab,2388.0,Maine,4744210
Wierbe,2389.0,"Cincinnati, Ohio",4742920
skysteve1,2390.0,"Victoria, British Columbia",4741315
steffy628,2391.0,Pennsylvania,4741300
donsram,2392.0,"Buffalo, New York",4741290
blah2blah3,2393.0,"Houston, Texas",4741125
hyeglenn,2394.0,"Fresno, California",4739185
sawdust1825,2395.0,Illinois,4737855
Rideyourbicycle,2396.0,Michigan,4737765
herbiepopnecker,2397.0,British Columbia,4737380
wejsag,2398.0,"San Antonio, Texas",4737065
bushels,2399.0,"Twin Cities, Minnesota",4736555
Versa808,2400.0,"Honolulu, Hawaii",4735935
DYSKYPILOT,2401.0,"Fort Worth, Texas",4735875
souly,2402.0,"Montreal, Quebec",4733925
TJW68,2403.0,"Twin Cities, Minnesota",4731425
petroprince,2404.0,"Detroit, Michigan",4731380
bikerWI,2405.0,"Milwaukee, Wisconsin",4731065
KatmanDo,2406.0,"Detroit, Michigan",4730660
bmsgolf,2407.0,"Amarillo, Texas",4729940
wrong POST,2408.0,"Toronto, Ontario",4729495
fbenda,2409.0,"Chicago, Illinois",4728860
Gasall1,2410.0,Georgia,4727800
spicyg,2411.0,"Phoenix, Arizona",4727720
MiniFan,2412.0,California,4727450
deSaab,2413.0,"New Haven, Connecticut",4726195
Thumper52,2414.0,New Brunswick,4724330
SAVEITIL,2415.0,"Chicago, Illinois",4724060
cdrrod,2416.0,Wisconsin,4723975
jimhlt,2417.0,"Kansas City, Missouri",4723670
isem,2418.0,Missouri,4722865
dallas11111,2419.0,"Honolulu, Hawaii",4722440
passNgas,2420.0,"Twin Cities, Minnesota",4722300
CDMAuto,2421.0,Connecticut,4721615
LuvMyPriusMN,2422.0,"Twin Cities, Minnesota",4720830
kzrooster,2423.0,"Kalamazoo, Michigan",4720045
davisadm,2424.0,"Los Angeles, California",4719750
ftsgt,2425.0,Illinois,4719530
mullingspices,2426.0,"Honolulu, Hawaii",4719180
Soglaos,2427.0,"Virginia Beach, Virginia",4718735
EMoe57,2428.0,"Jacksonville, Florida",4718270
MINIWINI598,2429.0,Washington,4717925
muchdutch,2430.0,Wisconsin,4717414
reidlej,2431.0,"Columbus, Ohio",4717105
LaMigra,2432.0,"Laredo, Texas",4716085
oas,2433.0,Maryland,4714515
bobt2382,2434.0,Texas,4714350
naspa,2435.0,"Cleveland, Ohio",4714275
Corgi_02,,"Grand Rapids, Michigan",4714275
mawtaow,2437.0,"Boston, Massachusetts",4713700
Yooper58,2438.0,Michigan,4713415
TheOldMan25177,2439.0,"Charleston, West Virginia",4713070
willinh,2440.0,New Hampshire,4712040
Cableman66,2441.0,North Carolina,4711800
Insuremn,2442.0,"Twin Cities, Minnesota",4710445
Camsue,2443.0,"Ventura, California",4708995
mennekinpis,2444.0,New York,4708840
Ferdman17,2445.0,"Albany, New York",4706080
jacob5066,2446.0,"College Station, Texas",4705870
Jim62,2447.0,"Rochester, New York",4705295
penumbra42,2448.0,"Miami, Florida",4705255
piggyster,2449.0,"San Francisco, California",4703030
Prov1322,2450.0,"Atlanta, Georgia",4702820
labbie,2451.0,"Albuquerque, New Mexico",4702615
buffy,2452.0,Saskatchewan,4702400
Bald1usa,2453.0,Washington DC,4702265
Banjoe,2454.0,"Winnipeg, Manitoba",4701930
2005mustang,2455.0,"Cleveland, Ohio",4700570
roxy_talen,2456.0,"San Antonio, Texas",4700375
stauff,2457.0,"Chicago, Illinois",4700330
oaks2004,2458.0,"Ventura, California",4699300
blue01NM,2459.0,"Albuquerque, New Mexico",4699280
2parrots,2460.0,Massachusetts,4699095
TokyoEric,2461.0,"Austin, Texas",4698585
mediccoy,2462.0,North Carolina,4698145
GoMath,2463.0,Colorado,4697980
nocturnalady,2464.0,"Cincinnati, Ohio",4697690
BluWahoo,2465.0,"Pensacola, Florida",4697395
TheRealDeal78,2466.0,"Bakersfield, California",4696875
vmholladay,2467.0,"Reading, Pennsylvania",4696245
Idrive2much08,2468.0,New Jersey,4695722
dranske,2469.0,"Miami, Florida",4695085
tobin2010,2470.0,"Topeka, Kansas",4694755
humblepie,2471.0,"Toledo, Ohio",4694370
SpruceGuse2,2472.0,Michigan,4693815
blargolis,2473.0,"Riverside, California",4692525
valby,2474.0,Massachusetts,4692425
99dakota,2475.0,"Providence, Rhode Island",4690900
sschwrtz,2476.0,Wisconsin,4690550
blubaugh,2477.0,Pennsylvania,4690535
TFowler513,2478.0,"Memphis, Tennessee",4690035
Pomonav10,2479.0,"Yakima, Washington",4689160
andy1024,2480.0,"Allentown, Pennsylvania",4689090
TxDaleJr88Fan,2481.0,"College Station, Texas",4686375
Gazas,2482.0,"Oakland, California",4686255
fillme,2483.0,Missouri,4686180
Jkent1953,2484.0,"Salt Lake City, Utah",4685765
BIGOILEATURCRUD,2485.0,North Carolina,4685735
tlk0408,2486.0,"Raleigh, North Carolina",4684539
geocourt,2487.0,Illinois,4684170
MrLefty0706,2488.0,"Chicago, Illinois",4683460
97Vette,2489.0,Georgia,4682310
cnw 1690,2490.0,South Dakota,4681965
toucan737,2491.0,Michigan,4681950
GFJ,2492.0,Alabama,4681490
tat7,2493.0,"Baltimore, Maryland",4680890
etothek,2494.0,Pennsylvania,4680155
stephen2155,2495.0,"Pensacola, Florida",4680150
mister8tch,2496.0,"Richmond, Virginia",4679820
Fenrock68,2497.0,Ontario,4679560
jr2112,2498.0,"Kitchener-Waterloo, Ontario",4678495
ExplorerWA,2499.0,Washington,4678485
BobbyBnTO,2500.0,"Toronto, Ontario",4677875
airving,2501.0,"London, Ontario",4677825
abacus44,2502.0,South Carolina,4677705
G_Leyden,2503.0,Alberta,4677655
PittSlovak,2504.0,"Pittsburgh, Pennsylvania",4677195
mapleleafs,2505.0,"Toronto, Ontario",4676865
Illini_Chief,2506.0,Illinois,4676290
gas_mizer,2507.0,"Toronto, Ontario",4675875
cream92,2508.0,Michigan,4675865
scu227,2509.0,"New Haven, Connecticut",4675605
bjm64,2510.0,"Toronto, Ontario",4674290
evowner,2511.0,"Salem, Oregon",4672890
GNo1,2512.0,"Nashville, Tennessee",4672390
traindude,2513.0,"Virginia Beach, Virginia",4671960
WTLITNG,2514.0,Virginia,4671740
fskrot,2515.0,"Rochester, New York",4671145
Hop1LA,2516.0,"Baton Rouge, Louisiana",4671025
abk,2517.0,Utah,4670925
rjhenn,2518.0,"Des Moines, Iowa",4670295
rrs517,2519.0,Colorado,4669830
mbfd302,2520.0,"Miami, Florida",4669345
priceshopper,2521.0,"Dayton, Ohio",4668905
VB_Richard,2522.0,"Virginia Beach, Virginia",4668845
igolfpdx,2523.0,"Portland, Oregon",4668610
ArboretumCop,2524.0,"Richmond, Virginia",4668035
NJJG,2525.0,Manitoba,4667090
zcolt45,2526.0,Michigan,4663560
bluecrv,2527.0,"Toronto, Ontario",4663530
torpedorob,2528.0,"Baltimore, Maryland",4662530
randyt58,2529.0,"Atlanta, Georgia",4661980
Tsunamiron,2530.0,"Jacksonville, Florida",4661550
RR52DE,2531.0,Delaware,4661010
JeffNStef,2532.0,Montana,4660480
Tahoe07,2533.0,"New York City, New York",4659805
fourdezzzz,2534.0,"Atlanta, Georgia",4659241
jerryjanes,2535.0,Alabama,4657975
cheap59,2536.0,Michigan,4656620
Suzzoom,2537.0,Nevada,4656510
findcheap,2538.0,"Los Angeles, California",4656300
GryphonX,2539.0,Nevada,4655875
kheckman,2540.0,Colorado,4655185
isukatthis,2541.0,"Salt Lake City, Utah",4653945
NashSpy,2542.0,"Nashville, Tennessee",4653425
mmcmmel,2543.0,Florida,4653100
Pspeed,2544.0,"Baltimore, Maryland",4653095
GooseMI,2545.0,"Grand Rapids, Michigan",4652670
BREW9,2546.0,"Tampa, Florida",4652660
CocoPaz,2547.0,"Santa Barbara, California",4651930
banddaddy,2548.0,"Asheville, North Carolina",4651575
Snakeman88,2549.0,"Jacksonville, Florida",4650820
Dennis783,2550.0,"Des Moines, Iowa",4650745
Granger777,2551.0,Pennsylvania,4650555
QCREWZR,2552.0,Colorado,4649680
Mitchsoc,2553.0,"Indianapolis, Indiana",4649355
noonedwagfan,2554.0,"Dayton, Ohio",4648885
SkooterG,2555.0,"Phoenix, Arizona",4647599
FPLREP,2556.0,Virginia,4647135
danthemanvan,2557.0,"Montgomery, Alabama",4646850
fightinillini,2558.0,Illinois,4646755
Caragogo,2559.0,South Carolina,4646650
XEX,2560.0,"Madison, Wisconsin",4646145
jjcomp77,2561.0,"Rochester, New York",4644700
mikespipe,2562.0,"New York City, New York",4644060
letterchunker,2563.0,Texas,4643875
dsaine,2564.0,North Carolina,4643720
ikibaugh,2565.0,"Greensboro, North Carolina",4643525
jhggasman,2566.0,Mississippi,4642790
Tapnitram,2567.0,Arkansas,4641700
HybridPete,2568.0,"Detroit, Michigan",4641610
iceman92,2569.0,"Fargo, North Dakota",4641275
GaSrt8,2570.0,Georgia,4640220
nfldude,2571.0,"San Diego, California",4639320
All_Wheelin,2572.0,"Twin Cities, Minnesota",4639315
pricewar,2573.0,"Ogden, Utah",4639280
jayceemi,2574.0,Michigan,4639200
mazdaboy,2575.0,"Portland, Oregon",4638260
GasSipper88,2576.0,"Calgary, Alberta",4637655
Retowered,2577.0,Colorado,4637265
OldDogZeroOne,2578.0,"Albany, New York",4636025
okokok,2579.0,"Toronto, Ontario",4634515
kuchta,2580.0,"St. Louis, Missouri",4634080
redprius,2581.0,"Fort Worth, Texas",4633970
boborobot,2582.0,Michigan,4633960
Feud,2583.0,Ontario,4633790
samsonov88,2584.0,Maine,4633655
47elmo,2585.0,North Carolina,4633590
hibsaw,2586.0,Mississippi,4632690
daringdonna,2587.0,"Boise, Idaho",4632180
MaryAnn1227,2588.0,Pennsylvania,4631860
bluebob48,2589.0,Iowa,4631765
ThunderX1,2590.0,"Los Angeles, California",4631050
Alex Keith,2591.0,"Toronto, Ontario",4631040
wilbur_gas,2592.0,"Los Angeles, California",4630085
ChuckW1,2593.0,"Long Island, New York",4630060
SqrKpf,2594.0,"Toronto, Ontario",4629890
sdm6061,2595.0,"Orange County, California",4629785
bowler360,2596.0,Illinois,4629725
DrSlowDriver,2597.0,Alabama,4628920
Darrell5159,2598.0,Indiana,4628755
ihuey99,2599.0,"Oakland, California",4628665
Jim5,2600.0,"Detroit, Michigan",4628440
billybopWI,2601.0,Wisconsin,4628135
makalani,2602.0,Hawaii,4627900
Bike74,2603.0,Illinois,4627770
obimerrill,2604.0,"Cincinnati, Ohio",4627690
lled,2605.0,Connecticut,4625635
Yankee1979,2606.0,"Flint, Michigan",4625110
naiiawah,2607.0,"Boise, Idaho",4624225
OutsideCat,2608.0,Maine,4623510
FatherFred,2609.0,"Atlanta, Georgia",4620250
djp071158,2610.0,"Detroit, Michigan",4619970
speedy700,2611.0,New Jersey,4619500
moreloans,2612.0,"Grand Rapids, Michigan",4618950
markew1,2613.0,"Austin, Texas",4618845
Harvolis,2614.0,Montana,4618610
MrWolfie56,2615.0,"Detroit, Michigan",4618105
Bou,2616.0,Maine,4617330
MAftab,2617.0,Connecticut,4616925
Phoneman2010,2618.0,"Chicago, Illinois",4616465
firenrn,2619.0,"San Diego, California",4616345
Gozman,2620.0,"Quad Cities, Iowa",4615085
DJRIO,2621.0,"Miami, Florida",4614835
dodsworth,2622.0,"Salem, Oregon",4614830
tigerfan2008,2623.0,South Carolina,4613255
Seekingone,2624.0,Florida,4613250
dj5,2625.0,"Columbus, Ohio",4612675
67Vette,2626.0,Maine,4611870
wildcat659,2627.0,California,4610825
ABCD1,2628.0,"Victoria, British Columbia",4610695
peteytheref,2629.0,Kentucky,4610550
ghoag,2630.0,"Twin Cities, Minnesota",4610325
cub317484,2631.0,Indiana,4609605
mikerroy,2632.0,"Dallas, Texas",4609127
Taxrefugee,2633.0,Arizona,4608595
teebone1234,2634.0,"San Francisco, California",4608505
brprven,2635.0,"Dallas, Texas",4607035
swobby,2636.0,Georgia,4606770
kidroc,2637.0,Illinois,4606095
mincemeat26,2638.0,"Atlanta, Georgia",4605165
condé,2639.0,Michigan,4604775
bski,2640.0,Maryland,4604655
cronus36,2641.0,"London, Ontario",4604495
tomcatta,2642.0,"Kansas City, Missouri",4604475
csh7586,2643.0,"Wilmington, Delaware",4604455
myambro,2644.0,"Sacramento, California",4604120
Coo,2645.0,Ohio,4603910
yukonjack,2646.0,Georgia,4603310
GatorGuy,2647.0,"Columbia, South Carolina",4602010
ml350MA,2648.0,Massachusetts,4601535
scootriteby,2649.0,Arkansas,4601395
daceyf59,2650.0,Mississippi,4601365
LucsPapa,2651.0,New Brunswick,4600500
gbs1,2652.0,Minnesota,4600200
2BillC,2653.0,"St. Louis, Missouri",4600140
mohammed10,2654.0,"Gainesville, Florida",4599975
MImusicman,2655.0,Michigan,4598375
RCFLYERDE,2656.0,Delaware,4597095
darmic1952,2657.0,Indiana,4595550
jprice1951,2658.0,"San Antonio, Texas",4595365
icer06,2659.0,"Huntsville, Alabama",4595335
EASYRYDER,2660.0,"Cincinnati, Ohio",4595125
Muskie49,2661.0,South Carolina,4594870
PetroScopper,2662.0,"Houston, Texas",4594805
TwoEyes,2663.0,"New Haven, Connecticut",4593445
rbm3303,2664.0,Texas,4592965
GasGuy66IN,2665.0,Indiana,4592905
paneinthegas,2666.0,"London, Ontario",4592580
don10,2667.0,North Carolina,4592525
Mr1lung,2668.0,"Phoenix, Arizona",4592275
SPW1,2669.0,"Columbus, Ohio",4591715
Drill_It,2670.0,Michigan,4591645
bleifrei65,2671.0,"Cleveland, Ohio",4591435
weddy11,2672.0,"Phoenix, Arizona",4590800
JANDKT,2673.0,Mississippi,4589925
dogtaz1,2674.0,"Albany, New York",4589860
Grizzy227,2675.0,Pennsylvania,4589355
chocolate48114,2676.0,Michigan,4588755
Bookman41,2677.0,Ontario,4588335
CivicCub,2678.0,"Wilmington, Delaware",4588065
Manny14,2679.0,New Jersey,4586550
smoke2071,2680.0,Georgia,4585720
blitzntj,2681.0,"Jacksonville, Florida",4585710
OLDFART04,2682.0,Massachusetts,4585600
swallen,2683.0,"Detroit, Michigan",4585440
scoobyru,2684.0,"Seattle, Washington",4584030
PENNYPINCHR,2685.0,"Twin Cities, Minnesota",4583960
WreckDiver59,2686.0,"Detroit, Michigan",4581240
CapNC,2687.0,North Carolina,4581225
SkyKing77,2688.0,"Fort Worth, Texas",4580480
joeborge,2689.0,"Ventura, California",4579105
jeperz,2690.0,Maine,4578100
Radar1992,2691.0,Florida,4577765
Bobmilan,2692.0,"Louisville, Kentucky",4575100
johton,2693.0,"Seattle, Washington",4573465
VonnaNY,2694.0,New York,4572700
lovebarbie,2695.0,"Buffalo, New York",4572095
StephenOM,2696.0,"Ocala, Florida",4571465
FrisperCat,2697.0,"Anchorage, Alaska",4571000
Toyotatrollop,2698.0,"Baltimore, Maryland",4569675
GDAE,2699.0,"Wichita, Kansas",4568360
bmcrobOH,2700.0,"Toledo, Ohio",4568180
AvantiMick,2701.0,Indiana,4568015
chopper44,2702.0,Ontario,4567255
zzzz8109,2703.0,Michigan,4566720
drobbbb,2704.0,Maryland,4565505
orphancarguyPE,2705.0,PEI,4565410
DrSam46545,2706.0,"South Bend, Indiana",4565050
gvmans,2707.0,"Pensacola, Florida",4564705
iron_city,2708.0,"Pittsburgh, Pennsylvania",4564270
cathy_63,2709.0,"Baltimore, Maryland",4563925
Altima93,2710.0,"Honolulu, Hawaii",4563750
BoatBoy,2711.0,"Orange County, California",4563660
Gabydominguez85,2712.0,"Milwaukee, Wisconsin",4563585
dimsumkid,2713.0,"Chicago, Illinois",4562185
C.B.,,Ontario,4562185
don985,2715.0,"Denver, Colorado",4561865
howard,2716.0,"St. Louis, Missouri",4561370
DNRSVP,2717.0,New Hampshire,4560780
Cretired,2718.0,Louisiana,4560265
Mohesh,2719.0,"Toronto, Ontario",4560005
BulletRC,2720.0,"Mobile, Alabama",4558220
sramroop,2721.0,"Birmingham, Alabama",4558155
Ranger106,2722.0,North Carolina,4558000
MapDaddy,2723.0,Illinois,4557425
SNOWMI,2724.0,Michigan,4557105
40niner,2725.0,"Winnipeg, Manitoba",4556665
bbthegun,2726.0,"San Diego, California",4556225
HungManCA,2727.0,"Los Angeles, California",4554650
afstud21,2728.0,"Tampa, Florida",4554640
FarmHillBarb,2729.0,Florida,4554455
jorod55,2730.0,California,4552880
mattiacci,2731.0,"Twin Cities, Minnesota",4552535
tarheelcoastie,2732.0,"Greensboro, North Carolina",4552130
Kath16,2733.0,Ohio,4551825
kslgas,2734.0,"Calgary, Alberta",4551355
kozo62,2735.0,"Orange County, California",4550445
AcuraTSX,2736.0,Ohio,4550170
No1ConMan,2737.0,"Memphis, Tennessee",4549380
iphonejoe,2738.0,"Ottawa, Ontario",4547640
N4PIP,2739.0,"Miami, Florida",4547370
RUSHrocks,2740.0,"Allentown, Pennsylvania",4547255
MissyLou9164,2741.0,British Columbia,4547160
dkgraph,2742.0,"Riverside, California",4546915
snowsearch,2743.0,"Grand Rapids, Michigan",4546790
