Name,Rank,Location,Points
1smudge,1099.0,"Columbus, Ohio",5913220
badguzzler,1100.0,Virginia,5912660
ww2gas,1101.0,Virginia,5912210
planeplane,1102.0,Tennessee,5910000
jason54915,1103.0,"Appleton, Wisconsin",5909970
gerreg,1104.0,Nebraska,5907170
JPEight,1105.0,"Nashville, Tennessee",5907015
rspiano,1106.0,"Tucson, Arizona",5904630
OldMan322,1107.0,Illinois,5902970
LoonAToon,1108.0,New Hampshire,5901165
TH34,1109.0,"Baltimore, Maryland",5900350
bad_sailor,1110.0,"London, Ontario",5899295
Wiggly,1111.0,Tennessee,5899255
kimo31,1112.0,"Orange County, California",5898550
Hawg47,1113.0,Arkansas,5897880
fortysixdays,1114.0,"Houston, Texas",5896400
eggcircuit,1115.0,"New York City, New York",5896365
rb1313,1116.0,"Knoxville, Tennessee",5893300
ClwFL,1117.0,"Tampa, Florida",5892210
MauiTX,1118.0,"Fort Worth, Texas",5891550
Mightworkforgas,1119.0,"Milwaukee, Wisconsin",5890030
Dale Jr.,1120.0,Illinois,5888750
AJKPA,1121.0,Pennsylvania,5888430
BluebirdCA,1122.0,California,5887300
rebelrocker,1123.0,"Milwaukee, Wisconsin",5887265
soca,1124.0,"Toronto, Ontario",5884685
FedUpCA,1125.0,"Ventura, California",5883535
alphascan,1126.0,Minnesota,5882625
claylemon,1127.0,Arkansas,5881885
HEBster,1128.0,Kentucky,5881415
QuickPicker,1129.0,"Philadelphia, Pennsylvania",5880385
Grizzly1505,1130.0,North Carolina,5877745
gabbygusIN,1131.0,Indiana,5877500
jberg29,1132.0,"Twin Cities, Minnesota",5876920
Loree71,1133.0,"San Bernardino, California",5875610
Mobiusag,1134.0,British Columbia,5875485
spyder3m,1135.0,Florida,5874790
Pi314CA,1136.0,"San Jose, California",5872550
Civic90,1137.0,"Vancouver, British Columbia",5870105
Metro50,1138.0,"Grand Rapids, Michigan",5869385
KingBiscuit,1139.0,"Raleigh, North Carolina",5869255
AmarilloAlan,1140.0,"Amarillo, Texas",5867770
Ramaniac,1141.0,"St. Louis, Missouri",5867640
Rouxd,1142.0,"Little Rock, Arkansas",5866690
ozarkpapa,1143.0,"Pensacola, Florida",5866355
joskenn,1144.0,"Albuquerque, New Mexico",5865325
spike1zz,1145.0,Indiana,5865170
TxGasRat,1146.0,"Houston, Texas",5865070
GC4444,1147.0,West Virginia,5864645
BigdaddyWI,1148.0,"Milwaukee, Wisconsin",5864170
sjlevine,1149.0,"Oklahoma City, Oklahoma",5863480
hittner,1150.0,"Allentown, Pennsylvania",5858725
HarrisonL,1151.0,"Charleston, West Virginia",5858630
erod13,1152.0,"Tallahassee, Florida",5857035
doncNJ,1153.0,New Jersey,5855370
bigmacatac,1154.0,"St. Louis, Missouri",5854190
billbearAL,1155.0,"Montgomery, Alabama",5853305
airchair,1156.0,"Portland, Oregon",5850945
dirt girl,1157.0,"Twin Cities, Minnesota",5849325
Rhiannon,1158.0,"Milwaukee, Wisconsin",5849160
Einstein47,1159.0,Utah,5848863
hvgasboy,1160.0,New York,5848410
TheSicilian,1161.0,"Jacksonville, Florida",5848045
Lorimar,1162.0,Iowa,5847595
Sasquatch2005,1163.0,British Columbia,5846600
Jocko,1164.0,"Spokane, Washington",5846070
Goaljudge,1165.0,Kentucky,5845140
HankJ,1166.0,"Montgomery, Alabama",5844630
ag9495,1167.0,"Houston, Texas",5843600
LexieKY,1168.0,"Lexington, Kentucky",5843580
Local39701,1169.0,Mississippi,5840955
DrDX,1170.0,Connecticut,5840825
fill-her-up,1171.0,Ontario,5839815
fatboy97,1172.0,"Twin Cities, Minnesota",5839425
Jbws68,1173.0,Illinois,5837320
mh44s,1174.0,"Madison, Wisconsin",5837190
retailman,1175.0,"Long Island, New York",5833390
mrjames1818,1176.0,New Jersey,5833045
scshute,1177.0,"Kansas City, Missouri",5831275
AKmailman,1178.0,Alaska,5829820
Hugo40,1179.0,Kentucky,5829110
MichaelValorie,1180.0,"Oklahoma City, Oklahoma",5828605
Surveyguy,1181.0,Texas,5828125
tbucks,1182.0,"Springfield, Massachusetts",5827550
rschmetzer,1183.0,"Tallahassee, Florida",5827485
JRF,1184.0,"Columbus, Ohio",5823645
trapper9,1185.0,Georgia,5823000
thirstyauto,1186.0,"Milwaukee, Wisconsin",5822320
SUVFan,1187.0,"Columbus, Ohio",5821755
Skipper52,1188.0,Massachusetts,5821750
fightbigoil71,1189.0,"Milwaukee, Wisconsin",5820375
tmstowe,1190.0,Utah,5819445
carnutt,1191.0,"Phoenix, Arizona",5818180
crocstoy,1192.0,Ontario,5814575
Disnydad,1193.0,"Albany, New York",5814235
spy54904,1194.0,Wisconsin,5813515
ncc4950,1195.0,"Greensboro, North Carolina",5808695
Steady325,1196.0,"Orange County, California",5808614
SubaRick,1197.0,"Austin, Texas",5808100
BLKSILVER,1198.0,"Indianapolis, Indiana",5808050
camel1,1199.0,Minnesota,5807740
TLyleJeep,1200.0,Wyoming,5807650
biza4u,1201.0,"New Haven, Connecticut",5807315
Fish167,1202.0,North Carolina,5806065
b899,,Connecticut,5806065
Bud122CA,1204.0,California,5805470
SCB1970,1205.0,"Salt Lake City, Utah",5805175
Bigboy1942,1206.0,"Louisville, Kentucky",5804795
resintech,1207.0,Iowa,5803990
Davescold,1208.0,"Dallas, Texas",5802455
SulleysPhone,1209.0,"Fort Worth, Texas",5802325
attitash,1210.0,Ontario,5799435
runinoutagas,1211.0,"San Bernardino, California",5799300
Gassed-up,1212.0,"Toronto, Ontario",5799190
wishywashy,1213.0,"Omaha, Nebraska",5798770
Benzilla,1214.0,"Tampa, Florida",5795390
nima,1215.0,Virginia,5795090
muduck,1216.0,"San Diego, California",5792990
fratt,1217.0,"Grand Rapids, Michigan",5792785
boanerges,1218.0,"Los Angeles, California",5791355
Handiman,1219.0,Saskatchewan,5790575
RUNNLATE,1220.0,Hawaii,5790310
goober1,1221.0,"Atlanta, Georgia",5789700
Bright_Scouter,1222.0,"Grand Rapids, Michigan",5788100
linament,1223.0,"Ventura, California",5787765
firepower,1224.0,"Tucson, Arizona",5784830
C4U,1225.0,"Salt Lake City, Utah",5782485
thejackbox,1226.0,"Phoenix, Arizona",5781425
Scubamal,1227.0,"Riverside, California",5781290
RadarRunner,1228.0,Oklahoma,5780675
MARIOWERX,1229.0,"Vancouver, British Columbia",5780365
pstrom,1230.0,"Dallas, Texas",5779890
CRAZY DUDE,1231.0,"Winnipeg, Manitoba",5779575
DLu3,1232.0,"Philadelphia, Pennsylvania",5779350
twinbuick,1233.0,"Fort Worth, Texas",5779190
RayJayT,1234.0,Mississippi,5779155
serrog,1235.0,Nova Scotia,5778240
Martinman,1236.0,Mississippi,5778090
hwmillerster,1237.0,Missouri,5773120
skybiker,1238.0,South Carolina,5772520
rippinusoff,1239.0,"Lexington, Kentucky",5770005
Uconn,1240.0,Connecticut,5769675
eaglesw1ngs,1241.0,"Cincinnati, Ohio",5769165
JohnLev,1242.0,"Orange County, California",5767990
gobucks113,1243.0,"Columbus, Ohio",5767805
blake2,1244.0,"Hamilton, Ontario",5766140
cigarman409,1245.0,Massachusetts,5765415
Bubba14,1246.0,"Charleston, West Virginia",5764845
F16220,1247.0,Florida,5764085
BGJam,1248.0,"Twin Cities, Minnesota",5763410
pyndasky,1249.0,Maryland,5763280
XSKYCOP,1250.0,"Indianapolis, Indiana",5762910
PelicansFan,1251.0,"Pensacola, Florida",5760930
voyager41,1252.0,"Las Vegas, Nevada",5759935
mrkel,1253.0,"Cincinnati, Ohio",5759265
Tegger,1254.0,Ontario,5758190
WonderfulMI,1255.0,Michigan,5757400
PetrolMizer04,1256.0,"Toronto, Ontario",5754265
daken,1257.0,"Harrisburg, Pennsylvania",5752902
vic004,1258.0,"Worcester, Massachusetts",5752185
GryphonJax,1259.0,"Jacksonville, Florida",5750222
55Russ,1260.0,"Cleveland, Ohio",5750155
rheckber,1261.0,Massachusetts,5745970
GasMiserAZ,1262.0,"Phoenix, Arizona",5744285
NightMagic,1263.0,"Cincinnati, Ohio",5743510
DADDYDOG,1264.0,"Indianapolis, Indiana",5742500
DaveFic,1265.0,"Phoenix, Arizona",5742210
sydb7,1266.0,"Atlanta, Georgia",5740940
gas_too_high,1267.0,"Columbus, Ohio",5740515
FocusGuy,1268.0,"Seattle, Washington",5740170
clement007,,"Cleveland, Ohio",5740170
malal,1270.0,Pennsylvania,5739985
nb52,1271.0,"Grand Rapids, Michigan",5736340
Car_Lover,1272.0,"Lancaster, Pennsylvania",5734830
Cheney,1273.0,"Toronto, Ontario",5734340
AnObserver,,New Jersey,5734340
WFPacker,1275.0,North Dakota,5733175
SJS,1276.0,"Los Angeles, California",5731780
johnmori,1277.0,Alabama,5731545
Silverdog1,1278.0,British Columbia,5731020
firedudette,1279.0,"St. Louis, Missouri",5730225
GoBuckeyes,1280.0,"San Bernardino, California",5729660
scrounger,1281.0,"Vancouver, British Columbia",5727745
Old_Trekee,1282.0,Ohio,5727215
69mustang,1283.0,Minnesota,5727135
ERROLTY,1284.0,"Austin, Texas",5725420
rrbruinfan,1285.0,"Austin, Texas",5724875
Bubba52,1286.0,"Quad Cities, Iowa",5724870
wsherwood,1287.0,"Miami, Florida",5722940
RogerB,1288.0,"Indianapolis, Indiana",5722250
zaq001,1289.0,"Atlanta, Georgia",5720835
sophiedog,1290.0,"Ventura, California",5720485
scdriven,1291.0,"Columbia, South Carolina",5717995
ebaugh,1292.0,"Atlanta, Georgia",5717295
X Wolf,1293.0,Ontario,5717005
VREP,1294.0,Vermont,5716360
Oredigger94,1295.0,"Dayton, Ohio",5715940
Geo1002,1296.0,"Twin Cities, Minnesota",5715415
Montie,1297.0,"Charleston, West Virginia",5715150
SusieQGA,1298.0,Georgia,5714810
TinyTownAB,1299.0,Alberta,5714665
01876,1300.0,"Boston, Massachusetts",5714560
WillCody,1301.0,"Austin, Texas",5712325
lambs100,1302.0,"Toronto, Ontario",5712260
webwzrd,1303.0,"Cleveland, Ohio",5711505
LanguageMan1,1304.0,"Tampa, Florida",5708265
CDUBYA,1305.0,Ohio,5707665
Asbury09,1306.0,Iowa,5706855
bevner,1307.0,"St. Louis, Missouri",5706575
Joisygal,1308.0,New Jersey,5705495
Zonk,1309.0,Michigan,5703575
njerald,1310.0,"Seattle, Washington",5700725
Goody15,1311.0,"Cleveland, Ohio",5699635
mrpc90,1312.0,Illinois,5697060
travelless,1313.0,South Carolina,5696550
DarTil,1314.0,"Little Rock, Arkansas",5694975
ByGuy,1315.0,"Dallas, Texas",5690910
mongocat,1316.0,"Rochester, New York",5690905
abuck,1317.0,"Pittsburgh, Pennsylvania",5689185
Gumbie,1318.0,"Gary, Indiana",5688255
investmentdr,1319.0,"Cleveland, Ohio",5687500
FastAndy,1320.0,"Indianapolis, Indiana",5687230
BuildersService,1321.0,"Oakland, California",5686785
gassyjack,1322.0,"Twin Cities, Minnesota",5686660
clipperskipper,1323.0,Florida,5686590
dirvesalot,1324.0,"Oklahoma City, Oklahoma",5684700
Bellegueule,1325.0,"Montreal, Quebec",5683440
craigsf38,1326.0,"Rochester, New York",5681330
twomikea,1327.0,"Fort Worth, Texas",5680595
Blubberpuppy,1328.0,"Baltimore, Maryland",5680530
yankeeboy7,1329.0,Louisiana,5679800
Oregonio,1330.0,Oregon,5679650
chaohwa,1331.0,"Miami, Florida",5676875
FuelPump,1332.0,"Los Angeles, California",5675550
Harleythenut,1333.0,"Calgary, Alberta",5674835
JeeperTX,1334.0,"Dallas, Texas",5673655
hvn4me,1335.0,"Virginia Beach, Virginia",5673180
RENEGADEGAS,1336.0,Missouri,5671785
iceman666,,"Atlanta, Georgia",5671785
MajorSteve,1338.0,"Oklahoma City, Oklahoma",5669920
coachjc,1339.0,"Cincinnati, Ohio",5668575
WIPACKERFAN,1340.0,"Chicago, Illinois",5665055
firstdownguy,1341.0,South Dakota,5664100
andyboy2,1342.0,New Jersey,5664095
LeftLane1,1343.0,Georgia,5662265
I5Don,1344.0,California,5658140
walleyeking,1345.0,Michigan,5652555
daequitz,1346.0,New Jersey,5652475
StArrow68,1347.0,"Oakland, California",5651500
xiii,1348.0,"Chicago, Illinois",5649980
bronco691,1349.0,Ohio,5648030
PA_VDub_Nut,1350.0,"Reading, Pennsylvania",5646160
jmdeng,1351.0,"San Jose, California",5643735
Buick86,1352.0,Virginia,5643160
dakirw,1353.0,"San Jose, California",5641440
NavyStore,1354.0,"Seattle, Washington",5640720
asa52,1355.0,"Seattle, Washington",5639800
LoneStarFX,1356.0,"Austin, Texas",5639000
Heltonw,1357.0,Montana,5638605
TINYe,1358.0,"Oklahoma City, Oklahoma",5638000
OrangeCratePA,1359.0,"Myrtle Beach, South Carolina",5636940
lcs1,1360.0,New Jersey,5631855
Roysilver,1361.0,"Orange County, California",5629945
highdesertman,1362.0,"Albuquerque, New Mexico",5629310
kathybye,1363.0,"Phoenix, Arizona",5626355
CrackedLCD,1364.0,Alabama,5625955
Dweebs,1365.0,Ontario,5624825
afghaned,1366.0,"Ottawa, Ontario",5624785
91Acclaim,1367.0,Maryland,5623645
Sneakers55,1368.0,"Houston, Texas",5623165
mtglass,,"Albany, New York",5623165
RWPTraveller,1370.0,Virginia,5621810
jerryb77,1371.0,Tennessee,5620925
zeeba41,1372.0,"Chicago, Illinois",5620370
wbacon,1373.0,"Philadelphia, Pennsylvania",5620205
TheMOX,1374.0,"Indianapolis, Indiana",5619625
Amtrgas,1375.0,"Oakland, California",5619475
Pingputter,1376.0,"Louisville, Kentucky",5617835
mudflap1,1377.0,"Virginia Beach, Virginia",5617645
egleye,1378.0,New Hampshire,5617365
scuffy,1379.0,Florida,5616460
Fuel_Angel,1380.0,Ontario,5609760
lgwhitlock,1381.0,"Chico, California",5608875
xCop,1382.0,"Dayton, Ohio",5606920
mdotson,1383.0,"Grand Rapids, Michigan",5606000
Zepo,1384.0,"Columbus, Ohio",5605535
Jcisco,1385.0,"Fort Worth, Texas",5604125
crgator,1386.0,Florida,5602200
windowdude49301,1387.0,"Grand Rapids, Michigan",5601802
medic297,1388.0,Oregon,5601535
sjambok,1389.0,"Nashville, Tennessee",5601510
RWK777,1390.0,"Kitchener-Waterloo, Ontario",5599160
WantLowLowLow,1391.0,"Dallas, Texas",5597820
BigDogOH,1392.0,"Cincinnati, Ohio",5594460
bikechuck,1393.0,"Indianapolis, Indiana",5590625
comprof,1394.0,"Houston, Texas",5587815
Nicoalbum,1395.0,"Ottawa, Ontario",5586024
PontiacLover,1396.0,"Victoria, British Columbia",5585990
Instructor,1397.0,"Toronto, Ontario",5585325
CYSWXMAN,1398.0,Wyoming,5585080
Moosie,1399.0,New Hampshire,5584385
Peeka,1400.0,"El Paso, Texas",5583910
BAAAA,1401.0,"St. Louis, Missouri",5581500
CFD29,1402.0,Arkansas,5579685
liao,1403.0,"Montreal, Quebec",5579635
Nittfo,1404.0,Massachusetts,5579240
MJH1164,1405.0,"Albany, New York",5579145
svcmaster,1406.0,Virginia,5577700
933mustang,1407.0,Florida,5577685
HRRUS,1408.0,"Phoenix, Arizona",5576890
MEgal48,1409.0,Georgia,5576195
cloud23465,1410.0,"Virginia Beach, Virginia",5571305
gymyster,1411.0,Michigan,5568005
Miles A Day,1412.0,"Greenville, South Carolina",5566800
anacondass,1413.0,"New Orleans, Louisiana",5566430
AH112,1414.0,Ohio,5565280
arinkrat17,1415.0,"Twin Cities, Minnesota",5565005
cdnt48,1416.0,Minnesota,5564115
Gpa09,1417.0,Indiana,5561760
sadeline,1418.0,"Durham, North Carolina",5560330
remecuda,1419.0,Alberta,5559020
JoeDriver,1420.0,Colorado,5558430
henryjunk,1421.0,Washington,5557970
YUMSBPA,1422.0,Arizona,5557425
DeHavilland,1423.0,"Toronto, Ontario",5552670
Qwik442,1424.0,"San Antonio, Texas",5551585
Dorkchop,1425.0,Maryland,5550740
kyrunner,1426.0,"Lexington, Kentucky",5548320
TC2007,1427.0,"Miami, Florida",5548135
Nozzel,1428.0,Ontario,5547900
save$$$,1429.0,Colorado,5546465
wazoo,1430.0,"Twin Cities, Minnesota",5546195
wing-nut,1431.0,Oregon,5545270
PirateFan,1432.0,Virginia,5544705
tomfromnm,1433.0,New Mexico,5540460
wrp41,1434.0,"Chicago, Illinois",5538995
Phynque,1435.0,Wisconsin,5537560
t-w,1436.0,"Denver, Colorado",5537495
DealHunter,1437.0,"Los Angeles, California",5537245
KMAL,1438.0,Missouri,5536815
gesgto,1439.0,"Milwaukee, Wisconsin",5536550
Railratt,1440.0,"Kansas City, Missouri",5535350
HeavyDuty_cache,1441.0,"Omaha, Nebraska",5534165
XpertDrvr,1442.0,New Hampshire,5533385
Blubird,1443.0,"Tampa, Florida",5532965
grantel3707,1444.0,"Allentown, Pennsylvania",5531800
SHEP20715,1445.0,Maryland,5531065
mikeag88,1446.0,"Houston, Texas",5529345
daw49,1447.0,"Chicago, Illinois",5527665
redjeep06,1448.0,"Raleigh, North Carolina",5527265
Saturn1,1449.0,"Akron, Ohio",5526940
John25,1450.0,Washington DC,5526335
grandma5,1451.0,Illinois,5526020
baitmn,1452.0,"New Orleans, Louisiana",5525475
acrider54,1453.0,British Columbia,5525010
YodaON,1454.0,"Ottawa, Ontario",5524145
BigKidCar,1455.0,"Oakland, California",5523475
CAroadrunner101,1456.0,California,5520975
ZZZoop,1457.0,Virginia,5520835
regasaz,1458.0,"Phoenix, Arizona",5520514
nimpy,1459.0,"Indianapolis, Indiana",5520425
EC73,1460.0,"Worcester, Massachusetts",5520225
cbramsey5318,1461.0,"Spartanburg, South Carolina",5517730
Gasfighter08,1462.0,"Lincoln, Nebraska",5517485
tax-pro,1463.0,"Twin Cities, Minnesota",5516385
UncleChuckles,1464.0,"Milwaukee, Wisconsin",5516000
kingdick,1465.0,Minnesota,5515865
jcrawford,1466.0,"Columbus, Ohio",5515315
dwp49423,1467.0,Michigan,5515115
Rednix,1468.0,"Miami, Florida",5514885
yclookout,1469.0,"Sacramento, California",5513028
papajohn597,1470.0,"Dallas, Texas",5510205
DTrainCanada,1471.0,"Saskatoon, Saskatchewan",5509825
Sarb,1472.0,"Calgary, Alberta",5508595
litv101,1473.0,"Houston, Texas",5508145
Quick68,1474.0,"Columbus, Ohio",5507950
Signfool,1475.0,"Omaha, Nebraska",5507430
poppopmam,1476.0,Maine,5502115
antur,1477.0,"Chicago, Illinois",5499495
AlpineDude,1478.0,"San Diego, California",5499185
2Tall,1479.0,Maryland,5498515
yeehaw1073,1480.0,Indiana,5497480
jbnc,1481.0,North Carolina,5497105
FordF2502001,1482.0,Mississippi,5495065
cutter1330,1483.0,Oklahoma,5491575
snewbfire,1484.0,Indiana,5490377
E500,1485.0,"Toronto, Ontario",5488740
steelblue,1486.0,Maryland,5487645
BillHeatherL,1487.0,Alberta,5486795
Mikeoids,1488.0,"Columbus, Ohio",5486110
Mariuxus,1489.0,"Chicago, Illinois",5485940
NaplesFL,1490.0,"Naples, Florida",5485700
KayOhio,1491.0,Ohio,5483480
buffaloski,1492.0,Indiana,5481990
CardsFan,1493.0,"St. Louis, Missouri",5481890
NFKen,1494.0,Ontario,5481765
regulargas,1495.0,"Atlanta, Georgia",5480150
mke60,1496.0,"Kansas City, Missouri",5479715
Hunter114,1497.0,"Chicago, Illinois",5478785
must87searcher,1498.0,Maryland,5478675
bolobill,1499.0,Michigan,5477375
SLH,1500.0,Indiana,5475245
Chris46,1501.0,"Dayton, Ohio",5474915
TheBossFL,1502.0,Florida,5474480
HFAJR0034,1503.0,New Mexico,5471460
DustyRanch,1504.0,"Dallas, Texas",5470905
7933,1505.0,Georgia,5468775
Inspector44,1506.0,"Hartford, Connecticut",5468345
unicornpmb,1507.0,"Buffalo, New York",5467945
77SU,1508.0,Alabama,5466690
CoolNHDude,1509.0,New Hampshire,5466520
Bill G.,1510.0,"Hartford, Connecticut",5465965
tunafisher,1511.0,Michigan,5463240
Prodaddy,1512.0,"Houston, Texas",5462415
tntrupp,1513.0,"Kansas City, Missouri",5459270
brbaritone,1514.0,Virginia,5458675
enigma09,1515.0,"Dayton, Ohio",5457760
wrunner,1516.0,Virginia,5456850
gasandgoAL,1517.0,Alabama,5456795
SquawBear,1518.0,"Fresno, California",5455575
Mizzourahh,1519.0,Missouri,5454905
MertieMan,1520.0,"Lexington, Kentucky",5454410
northlight,1521.0,Saskatchewan,5453755
ice_berg67,1522.0,"Atlanta, Georgia",5453375
GaryBowles,1523.0,"Medford, Oregon",5453165
jes,1524.0,Pennsylvania,5452795
minnesotagirl,1525.0,"Milwaukee, Wisconsin",5451240
FXSpringer01,1526.0,"Cincinnati, Ohio",5445965
indcub,1527.0,"Indianapolis, Indiana",5445325
John7734,1528.0,Alberta,5445110
gasgo2009,1529.0,Idaho,5444630
billy44bo,1530.0,"Mobile, Alabama",5444410
Jeffro61,1531.0,"Cleveland, Ohio",5443820
Hydroid,1532.0,British Columbia,5443460
kdparham,1533.0,New Jersey,5443395
johnsell,1534.0,"Portland, Oregon",5441345
Bill68Prius,1535.0,Maryland,5440965
Gassy-Man,1536.0,"Chicago, Illinois",5439390
sivart,1537.0,Arkansas,5439145
racerdj,1538.0,"Indianapolis, Indiana",5437450
goodoldjon,1539.0,"Allentown, Pennsylvania",5437190
jm199,1540.0,"Pittsburgh, Pennsylvania",5436300
unclesnipe,1541.0,"Cincinnati, Ohio",5433430
Bus Jockey,1542.0,Tennessee,5432920
rollindirtyGA,1543.0,Georgia,5432680
CosmicP,1544.0,"Dallas, Texas",5431690
FredFarkel,1545.0,Idaho,5430300
Tundralimited2009,1546.0,"Dallas, Texas",5429245
Carrot top,1547.0,Illinois,5429220
chasm,1548.0,"Oklahoma City, Oklahoma",5428525
soutxed,1549.0,Texas,5427795
wz,1550.0,"Twin Cities, Minnesota",5427545
clicker,1551.0,"Toronto, Ontario",5425250
neemund,1552.0,"Seattle, Washington",5425040
Tonkatsu,1553.0,"Toronto, Ontario",5423625
ThunderBird89,1554.0,"Columbus, Ohio",5422920
RjOaBmEeRsT,1555.0,Ohio,5421950
forteras,1556.0,Kentucky,5420990
zippylady,1557.0,"Toronto, Ontario",5420880
GasXing,1558.0,"Grand Rapids, Michigan",5416315
OrangeChevelle,1559.0,"Oklahoma City, Oklahoma",5416110
LabsRUs,1560.0,New Mexico,5415405
altonb1,1561.0,Pennsylvania,5414933
V8power,1562.0,Pennsylvania,5414600
dynamouse,1563.0,Michigan,5413480
Targetsmom,1564.0,British Columbia,5413405
silverG,1565.0,New Jersey,5412085
geminijax,1566.0,"Jacksonville, Florida",5408180
gatorfan502,1567.0,"Louisville, Kentucky",5407053
LAKings,1568.0,"Orange County, California",5405920
raven10,1569.0,New Jersey,5405360
gasguzzlerguy,1570.0,Rhode Island,5403965
IARidgeRunr,1571.0,"Quad Cities, Iowa",5403430
msienkiewicz,1572.0,Maryland,5402541
HawaiianGuy,1573.0,Idaho,5402475
gasout,1574.0,"Omaha, Nebraska",5401825
FitchburgDude,1575.0,"Madison, Wisconsin",5401625
swrestler,1576.0,"Grand Rapids, Michigan",5400670
continental,1577.0,Connecticut,5399020
arnerator,1578.0,New Mexico,5398525
4warned,1579.0,Michigan,5398005
